213|20150|1|[213_20150]
749|31702|1|[749_31702]
775|5462|1|[775_5462]
213|8068|1|[213_8068]
208|7907|1|[208_7907]
1218|25900|1|[1218_25900]
968|10650|1|[968_10650]
1217|26490|1|[1217_26490]
785|6310|1|[785_6310]
769|6334|1|[769_6334]
768|10956|1|[768_10956]
218|26451|1|[218_26451]
1211|25443|1|[1211_25443]
328|40384|1|[328_40384]
395|25920|1|[395_25920]
1043|25993|1|[1043_25993]
322|6924|1|[322_6924]
223|6873|1|[223_6873]
36|40223|1|[36_40223]
223|6559|1|[223_6559]
214|10325|1|[214_10325]
1041|26639|1|[1041_26639]
218|26467|1|[218_26467]
217|17797|1|[217_17797]
1049|6861|1|[1049_6861]
1210|25619|1|[1210_25619]
761|4955|1|[761_4955]
211|11295|1|[211_11295]
222|6772|1|[222_6772]
966|19778|1|[966_19778]
